account_id,customer_id,branch_id,account_type,balance,open_date,status
19239,54421,102,Savings,72067.82,2008-10-21,Active
19240,38512,10,Salary,38614.11,2006-07-01,Active
19241,49968,83,Savings,45344.5,2006-12-22,Active
19242,7426,83,Savings,98486.03,2016-06-24,Active
19243,34284,61,Salary,49338.21,2023-07-28,Dormant
19244,20879,74,Savings,81431.32,2012-06-24,Active
19245,56108,12,Savings,124154.39,2021-04-02,Active
19246,54602,2,NRI,3659.78,2011-09-13,Active
19247,38282,109,Fixed Deposit,25139.27,2024-03-01,Active
19248,24117,65,Current,23396.78,2016-11-30,Active
19249,7970,62,Salary,50756.2,2005-11-12,Closed
19250,58522,136,Fixed Deposit,6657.08,2013-08-08,Active
19251,12695,128,Savings,3628.21,2023-10-10,Active
19252,28169,138,Current,16333.82,2023-04-19,Active
19253,10768,40,Savings,12520.13,2020-10-03,Dormant
19254,58360,108,Current,20916.85,2016-09-03,Active
19255,22248,24,NRI,41831.24,2016-07-16,Active
19256,2491,142,Fixed Deposit,46862.93,2010-02-07,Dormant
19257,55810,38,Current,163458.58,2006-05-18,Active
19258,51703,144,Fixed Deposit,9354.11,2023-02-17,Active
19259,46722,120,Current,44441.2,2015-09-05,Dormant
19260,6863,91,Fixed Deposit,45851.68,2017-04-24,Active
19261,38786,149,Current,3468.85,2015-01-30,Active
19262,2387,1,Current,26219.67,2010-03-09,Active
19263,49505,81,Current,5701.37,2015-03-15,Active
19264,50914,99,Savings,9923.51,2016-05-29,Active
19265,26945,100,Savings,25365.1,2006-12-06,Active
19266,602,82,Salary,13445.35,2014-03-28,Active
19267,16133,78,Fixed Deposit,7372.42,2022-04-16,Active
19268,8300,125,Salary,53795.29,2013-01-21,Active
19269,5832,14,Savings,1077.78,2025-07-10,Active
19270,11737,117,Salary,14756.77,2008-12-02,Active
19271,23431,134,Current,47077.04,2005-09-11,Active
19272,27936,131,Current,112096.04,2005-10-02,Active
19273,39541,80,NRI,13521.59,2020-07-05,Active
19274,48911,90,Savings,20870.99,2023-03-27,Closed
19275,48480,8,Fixed Deposit,55818.95,2021-10-30,Active
19276,11691,46,NRI,67816.16,2019-04-19,Active
19277,26381,2,Salary,17260.18,2018-11-23,Active
19278,51959,3,Fixed Deposit,588.87,2011-05-02,Active
19279,14687,128,Savings,23599.05,2020-08-05,Active
19280,50601,22,Savings,16750.6,2006-08-21,Active
19281,8228,76,Savings,95484.19,2024-09-20,Active
19282,7755,123,Savings,135181.19,2007-05-10,Active
19283,22549,17,Savings,43939.77,2023-01-14,Active
19284,25647,69,Savings,4901.88,2022-12-01,Active
19285,33747,92,Current,12194.95,2006-07-27,Active
19286,48927,46,Savings,98850.94,2022-11-29,Active
19287,59000,101,Fixed Deposit,25798.72,2017-03-11,Active
19288,46188,43,Savings,70275.81,2022-10-27,Active
19289,54138,109,Savings,76803.81,2008-12-13,Active
19290,38406,136,Salary,53010.15,2012-09-08,Active
19291,25400,99,Savings,39410.52,2015-02-08,Active
19292,14735,107,Savings,54004.48,2008-11-24,Active
19293,43234,123,Salary,29990.14,2015-08-27,Active
19294,52566,134,Savings,190693.62,2012-08-26,Active
19295,4337,103,Savings,8781.49,2012-12-23,Active
19296,29386,149,Current,86517.47,2016-09-24,Active
19297,31089,96,Fixed Deposit,14340.12,2006-08-22,Active
19298,8517,86,Savings,34928.47,2007-03-07,Dormant
19299,20040,58,Current,52115.3,2019-03-19,Active
19300,2013,51,Savings,14369.04,2010-06-14,Active
19301,36198,61,Current,1823.34,2014-06-18,Active
19302,23442,79,Current,48599.29,2021-05-16,Active
19303,11225,32,Savings,55099.6,2020-03-19,Active
19304,38991,61,Savings,76798.83,2018-05-14,Closed
19305,37644,28,Savings,63544.21,2009-12-05,Active
19306,26090,86,Fixed Deposit,80575.76,2011-05-23,Dormant
19307,42313,76,Savings,3223.45,2013-01-02,Closed
19308,14449,111,Savings,3156.24,2025-08-17,Active
19309,1665,56,Fixed Deposit,18477.28,2021-10-31,Active
19310,58487,12,Savings,29696.52,2013-03-14,Active
19311,31952,72,NRI,176784.74,2010-09-04,Active
19312,12112,124,Current,25147.26,2021-04-20,Active
19313,17735,79,Salary,18568.08,2014-08-07,Active
19314,13562,19,Salary,20791.05,2012-03-20,Active
19315,42062,34,Savings,609.12,2022-08-21,Active
19316,42377,66,Savings,971.53,2014-03-23,Active
19317,47203,9,Savings,23965.28,2009-03-10,Active
19318,47276,24,Salary,7989.34,2008-10-03,Active
19319,39248,48,Salary,15524.2,2019-10-25,Active
19320,11038,76,Current,3776.09,2025-03-16,Active
19321,29895,66,Salary,9096.24,2008-05-04,Active
19322,38145,67,Fixed Deposit,42586.36,2017-10-11,Active
19323,39760,148,Salary,98118.45,2025-04-20,Active
19324,23532,113,Savings,43451.07,2022-09-28,Dormant
19325,42888,13,Salary,8774.81,2010-01-08,Active
19326,4890,7,Current,5050.37,2020-11-12,Active
19327,31254,19,Fixed Deposit,89841.25,2011-11-09,Active
19328,7158,100,Savings,34752.05,2020-03-06,Active
19329,22591,94,Savings,84048.07,2012-02-13,Active
19330,342,76,Fixed Deposit,1888.96,2009-03-09,Active
19331,44938,89,Current,40009.45,2008-07-31,Closed
19332,23097,7,Salary,615.29,2016-10-31,Dormant
19333,45378,149,Savings,84107.43,2017-04-26,Active
19334,14939,57,Current,14769.48,2013-01-07,Dormant
19335,21097,23,Savings,72685.67,2007-11-12,Active
19336,54182,122,Savings,15422.15,2024-11-04,Active
19337,37041,23,Fixed Deposit,122010.13,2025-08-28,Active
19338,36186,41,Savings,8334.39,2024-02-05,Active
19339,32091,133,Current,51337.1,2022-05-02,Active
19340,38120,125,Savings,55724.11,2012-01-25,Active
19341,27422,66,Salary,30001.49,2024-05-29,Active
19342,44025,86,Fixed Deposit,84555.42,2025-03-16,Active
19343,43242,87,Current,1876.57,2012-04-26,Active
19344,39741,69,Savings,8098.77,2021-09-08,Active
19345,50589,89,Savings,10900.63,2024-02-09,Closed
19346,5141,34,Current,3111.26,2023-04-29,Closed
19347,24924,88,Savings,5787.94,2008-03-24,Active
19348,32011,110,Salary,520.42,2023-07-26,Active
19349,52827,145,Savings,77916.38,2005-12-22,Active
19350,29578,17,Salary,14807.79,2020-10-02,Active
19351,31329,2,Savings,44562.91,2017-02-12,Active
19352,24941,68,Savings,20713.31,2010-03-30,Closed
19353,3500,102,Current,35972.6,2006-03-08,Active
19354,51812,75,Savings,37815.07,2013-12-08,Active
19355,37492,67,Savings,74124.53,2020-07-23,Dormant
19356,974,105,NRI,22722.1,2014-11-05,Active
19357,12277,33,Savings,105946.22,2009-04-21,Active
19358,47398,40,Current,16131.01,2022-10-06,Active
19359,53221,14,Savings,18165.98,2021-03-23,Active
19360,35294,98,Savings,12947.92,2011-03-16,Active
19361,3342,64,NRI,29402.7,2017-08-16,Active
19362,54152,126,Current,11303.0,2016-09-19,Active
19363,3973,125,Fixed Deposit,6074.72,2011-06-28,Dormant
19364,58740,53,Savings,11943.64,2017-01-17,Active
19365,22121,16,Savings,100906.63,2025-06-12,Active
19366,28360,31,NRI,28623.07,2015-02-01,Active
19367,33483,116,Current,1148.72,2020-07-07,Active
19368,9061,97,Savings,36129.79,2019-08-14,Active
19369,43366,111,NRI,92573.69,2012-01-28,Active
19370,59945,148,Current,69279.21,2011-01-22,Active
19371,9650,87,Savings,82727.47,2006-09-03,Active
19372,40127,7,Current,5783.26,2024-03-26,Active
19373,54035,56,Current,875.39,2014-05-01,Active
19374,19716,85,Current,49612.7,2013-04-24,Active
19375,13596,74,Current,114263.57,2019-11-24,Active
19376,3648,67,Salary,59749.91,2018-12-05,Active
19377,1818,46,Savings,10576.79,2024-02-25,Active
19378,52970,36,Current,259736.1,2017-06-14,Active
19379,19057,94,Savings,9956.89,2020-04-23,Active
19380,12800,121,Current,7758.39,2018-02-26,Dormant
19381,14162,68,Fixed Deposit,4510.37,2020-09-12,Active
19382,54794,53,Savings,15479.08,2023-05-25,Active
19383,11972,148,Current,29004.81,2014-03-17,Active
19384,30413,127,Salary,18641.14,2014-06-27,Active
19385,44066,38,Savings,40163.95,2013-03-03,Active
19386,27532,148,Salary,9164.27,2014-06-16,Active
19387,12982,130,Savings,11334.2,2013-01-01,Active
19388,27925,114,Savings,8397.57,2019-04-20,Dormant
19389,10105,117,Current,13076.78,2016-11-06,Active
19390,37694,128,Salary,199271.67,2010-09-19,Active
19391,32741,22,Savings,38782.92,2016-05-13,Active
19392,30718,92,Savings,32615.53,2012-11-01,Dormant
19393,3029,99,Savings,41527.14,2008-03-28,Active
19394,10979,60,Savings,3047.15,2008-08-29,Active
19395,52778,149,Salary,232434.4,2011-12-29,Active
19396,12807,3,Current,61065.7,2012-01-13,Active
19397,28038,132,Savings,235006.1,2011-01-31,Active
19398,41155,108,Current,30388.19,2022-04-30,Active
19399,47577,4,Savings,7000.12,2025-09-07,Active
19400,25294,125,Fixed Deposit,76238.87,2013-06-12,Active
19401,30951,49,Savings,13812.69,2024-08-09,Active
19402,20888,36,Current,12318.83,2024-05-28,Active
19403,19278,16,Savings,25299.34,2013-06-14,Dormant
19404,9796,146,Current,6354.49,2018-03-23,Dormant
19405,44524,66,Savings,127048.53,2017-01-27,Dormant
19406,27512,119,Current,32461.17,2015-07-25,Closed
19407,56638,61,Savings,217402.88,2011-07-09,Active
19408,41346,132,Savings,48871.06,2023-12-01,Active
19409,58878,48,Savings,135690.47,2021-05-21,Active
19410,8880,66,Salary,2409.47,2026-05-02,Active
19411,11779,24,Salary,30189.58,2023-07-28,Active
19412,12072,66,Savings,10994.66,2019-01-02,Active
19413,25683,54,Current,27661.36,2011-04-26,Active
19414,5068,42,Salary,64690.94,2006-11-26,Active
19415,41830,4,Current,43391.27,2012-08-26,Active
19416,30754,141,Current,138533.55,2005-12-21,Active
19417,15244,1,Current,77421.9,2019-06-17,Active
19418,41590,72,Current,6870.91,2014-01-24,Dormant
19419,30196,68,Savings,22782.27,2020-06-13,Active
19420,2500,111,NRI,16962.94,2015-02-11,Closed
19421,29083,6,Current,33489.91,2012-02-21,Active
19422,17336,49,Current,34788.58,2022-06-08,Dormant
19423,45990,57,Fixed Deposit,1885.93,2006-08-23,Active
19424,53792,11,Savings,52990.53,2006-07-16,Active
19425,25907,106,NRI,22788.33,2011-08-24,Active
19426,1446,66,Salary,37458.17,2025-09-22,Closed
19427,33985,51,Fixed Deposit,9599.89,2010-10-14,Active
19428,11630,51,Savings,57596.54,2008-11-18,Active
19429,58220,130,Savings,1242.06,2022-08-08,Active
19430,46214,126,Salary,17434.83,2011-09-09,Active
19431,16996,92,Savings,109202.37,2022-04-07,Active
19432,25854,63,Current,72935.45,2007-12-23,Active
19433,8991,18,Savings,29656.49,2015-04-13,Active
19434,33045,24,Current,4500.28,2009-10-05,Active
19435,59546,96,Fixed Deposit,26113.06,2026-03-12,Closed
19436,26575,20,Savings,81341.36,2011-09-06,Active
19437,11954,37,Savings,9997.25,2023-03-18,Active
19438,3633,126,Savings,11427.19,2010-07-07,Active
19439,20563,82,Savings,1777.46,2011-12-20,Active
19440,28414,15,Savings,134339.59,2005-10-24,Dormant
19441,12957,82,Savings,170233.6,2022-10-20,Active
19442,2929,103,Savings,52633.01,2018-12-01,Active
19443,23813,48,Current,85509.06,2017-10-19,Active
19444,53079,83,Savings,41785.02,2026-03-15,Active
19445,12142,55,Savings,52075.59,2018-03-06,Active
19446,57304,124,Savings,21074.92,2008-12-20,Dormant
19447,23723,93,Fixed Deposit,88180.73,2025-07-30,Active
19448,36826,58,Fixed Deposit,22303.6,2006-09-17,Active
19449,4678,1,Fixed Deposit,45788.65,2012-03-26,Active
19450,57523,36,Savings,20734.16,2020-08-08,Active
19451,4992,108,NRI,105781.38,2014-11-08,Active
19452,40325,120,Savings,70712.37,2016-02-14,Active
19453,14854,60,Savings,26091.96,2007-05-25,Dormant
19454,9372,21,Salary,15936.83,2023-09-07,Active
19455,35713,132,Savings,7977.45,2011-11-04,Active
19456,15165,71,Savings,13342.14,2017-04-11,Dormant
19457,30238,122,NRI,15024.86,2006-06-09,Active
19458,30108,13,Savings,15779.56,2023-10-26,Active
19459,27588,95,Savings,97386.04,2018-01-30,Active
19460,37727,86,NRI,149026.03,2006-04-27,Dormant
19461,26837,84,Savings,48699.05,2014-11-10,Active
19462,24372,124,Current,11702.55,2005-03-01,Active
19463,13476,4,Savings,67117.83,2013-02-15,Active
19464,6705,109,Current,62386.42,2014-10-12,Active
19465,25312,39,Fixed Deposit,114175.75,2025-09-05,Dormant
19466,4476,66,Savings,29217.24,2012-09-03,Active
19467,44656,10,Savings,30848.57,2009-09-06,Active
19468,14407,129,Savings,12708.62,2016-11-08,Active
19469,40310,44,Savings,8963.73,2006-04-17,Active
19470,16813,55,Current,32319.85,2013-03-20,Active
19471,12857,99,Current,113682.38,2007-01-08,Active
19472,29006,106,Fixed Deposit,1991.87,2024-04-04,Dormant
19473,8282,29,Current,122046.81,2020-10-01,Closed
19474,15264,92,Savings,6028.36,2012-11-21,Active
19475,20887,82,Savings,41462.24,2008-07-23,Dormant
19476,31549,84,Savings,120225.09,2026-02-12,Active
19477,30460,41,Savings,36041.93,2006-02-22,Active
19478,32267,74,Savings,31354.68,2015-01-19,Active
19479,13349,71,Salary,79129.06,2008-03-11,Active
19480,53957,64,Salary,28195.52,2011-04-01,Active
19481,5367,31,Salary,5468.93,2023-05-29,Active
19482,22461,83,Savings,81886.41,2020-12-12,Active
19483,36165,121,Savings,68897.37,2012-06-19,Active
19484,2649,140,Current,6350.82,2011-08-11,Active
19485,35394,35,Savings,24919.96,2023-08-03,Active
19486,39750,62,Savings,207383.78,2012-11-21,Active
19487,29110,81,Savings,98377.07,2026-01-26,Active
19488,13187,77,Fixed Deposit,33089.79,2020-01-14,Active
19489,13945,12,Current,24818.63,2015-03-03,Active
19490,44448,25,Current,11617.52,2025-08-01,Active
19491,20010,60,Savings,97218.35,2009-02-03,Active
19492,51873,81,Current,20689.57,2024-08-20,Active
19493,981,59,Current,26411.56,2005-11-14,Active
19494,6346,31,Savings,219175.07,2015-04-22,Active
19495,34334,83,Savings,191627.05,2021-03-18,Active
19496,1471,67,Savings,7636.46,2014-05-15,Active
19497,50435,118,Savings,74462.32,2008-10-03,Active
19498,46836,38,Current,9607.62,2015-09-19,Active
19499,1921,124,Salary,1324.63,2011-05-16,Active
19500,52728,75,Savings,52074.81,2012-10-07,Active
19501,54066,137,Salary,21970.81,2005-04-23,Active
19502,16768,69,Current,62810.82,2020-10-14,Active
19503,53167,32,Salary,60054.61,2021-11-09,Active
19504,38637,107,Savings,54789.99,2021-04-18,Closed
19505,20893,27,Current,3304.35,2016-05-11,Active
19506,42835,114,Salary,30734.56,2010-02-10,Active
19507,57006,24,NRI,84337.99,2013-07-28,Active
19508,5594,9,Savings,17591.18,2011-05-25,Active
19509,45090,74,Current,37630.92,2012-03-18,Closed
19510,2869,137,Savings,34113.06,2012-05-29,Active
19511,4493,67,Savings,8678.54,2007-03-27,Active
19512,1567,47,Current,23026.28,2016-05-04,Active
19513,30138,28,Fixed Deposit,27695.05,2009-12-02,Active
19514,15795,146,Fixed Deposit,30643.08,2009-10-18,Active
19515,46931,74,Current,21722.93,2021-02-07,Active
19516,20548,89,Savings,77055.73,2015-05-11,Active
19517,12384,101,Savings,16520.83,2024-02-04,Active
19518,24857,45,Salary,34069.28,2020-07-16,Active
19519,59069,15,Savings,44917.98,2018-07-16,Active
19520,44948,35,Savings,115763.19,2023-09-26,Active
19521,26257,33,Current,62745.9,2023-06-20,Active
19522,12202,101,Current,90849.37,2018-05-19,Active
19523,11155,88,Savings,45009.96,2023-10-18,Active
19524,35423,27,Savings,211442.17,2023-12-28,Active
19525,27785,132,Savings,122346.22,2005-04-11,Active
19526,46591,36,Savings,10393.51,2020-08-20,Active
19527,19711,89,Salary,90771.23,2008-11-22,Active
19528,52198,116,Savings,89221.69,2023-04-05,Closed
19529,24515,23,Savings,17121.29,2007-05-13,Active
19530,48988,128,Savings,30349.51,2022-10-29,Active
19531,45746,20,NRI,35819.44,2009-11-13,Active
19532,37949,39,Savings,23375.22,2015-07-25,Closed
19533,20652,33,Savings,22278.16,2017-09-17,Active
19534,27509,1,Savings,43202.27,2025-07-06,Active
19535,24250,41,Savings,51823.72,2024-09-13,Active
19536,22437,54,Savings,38771.73,2019-08-24,Active
19537,11964,22,NRI,18512.12,2007-02-24,Active
19538,1580,81,Savings,47276.69,2026-05-19,Active
19539,46496,16,Current,219143.31,2009-10-09,Active
19540,24833,47,Fixed Deposit,18084.58,2023-07-05,Active
19541,3682,133,Savings,6668.96,2015-05-22,Active
19542,52044,120,Savings,1133.78,2017-12-18,Active
19543,5250,55,Savings,28711.29,2026-03-21,Active
19544,45189,114,Savings,44937.45,2011-06-16,Active
19545,5512,97,Savings,51515.79,2014-07-23,Active
19546,55683,24,Current,123386.81,2012-09-27,Active
19547,13171,15,Current,79006.15,2010-04-16,Active
19548,42098,4,Savings,34817.07,2014-12-20,Active
19549,45866,142,Current,6119.53,2023-08-19,Active
19550,14838,96,Savings,79138.01,2016-09-19,Active
19551,34574,100,Savings,834.24,2013-11-26,Active
19552,14048,129,NRI,10243.74,2011-08-15,Active
19553,29313,33,Savings,6660.74,2020-10-03,Active
19554,54400,109,Savings,138108.82,2024-02-26,Active
19555,56927,59,Salary,80894.07,2018-09-20,Active
19556,34652,128,Current,4973.19,2021-01-13,Active
19557,43214,19,Fixed Deposit,92428.91,2011-03-12,Active
19558,54026,38,Savings,11084.85,2014-04-01,Active
19559,38201,80,Current,42125.02,2008-07-08,Active
19560,11772,146,Current,85952.7,2026-04-06,Active
19561,55322,114,Savings,2653.06,2008-09-30,Dormant
19562,57669,26,Savings,30900.21,2016-04-08,Dormant
19563,31505,51,NRI,24285.46,2024-11-07,Active
19564,13288,13,Fixed Deposit,8840.89,2015-04-27,Active
19565,26750,9,Savings,123016.06,2023-02-12,Active
19566,48321,13,Savings,1286.21,2019-10-12,Active
19567,6693,149,Savings,31797.37,2022-09-16,Active
19568,53303,93,NRI,31945.89,2009-11-24,Active
19569,19869,25,NRI,767.61,2021-04-02,Active
19570,9995,8,Salary,3562.98,2006-06-20,Active
19571,54128,125,Current,44050.19,2011-11-30,Active
19572,36112,70,NRI,9584.8,2010-07-03,Active
19573,11264,32,Savings,6865.18,2014-11-15,Active
19574,6115,51,Savings,97065.98,2008-04-29,Active
19575,34452,18,Salary,70673.46,2009-04-26,Dormant
19576,54234,2,Current,18847.02,2019-12-31,Active
19577,9973,73,Savings,41134.99,2016-11-03,Active
19578,57624,136,Savings,23350.77,2020-03-14,Dormant
19579,39486,22,Savings,263241.8,2009-06-26,Active
19580,10850,82,Current,40732.83,2010-11-22,Active
19581,2793,47,Fixed Deposit,60608.01,2014-11-27,Active
19582,5577,7,Savings,35095.64,2018-05-15,Dormant
19583,30352,88,Savings,38795.29,2022-01-27,Active
19584,17612,45,Current,36639.73,2013-07-10,Active
19585,11166,122,Salary,24344.62,2012-03-07,Dormant
19586,10792,3,Fixed Deposit,18601.8,2014-09-20,Active
19587,16696,81,Savings,26939.13,2022-04-24,Active
19588,2113,28,Current,110142.66,2006-09-02,Active
19589,19812,29,Fixed Deposit,74085.99,2010-12-27,Active
19590,20867,91,Savings,12454.49,2014-10-14,Active
19591,25597,56,Savings,10985.52,2005-08-19,Active
19592,3320,11,Savings,12958.78,2016-08-02,Active
19593,14525,20,Savings,60378.53,2005-10-03,Active
19594,17383,52,Salary,70009.1,2025-04-29,Active
19595,46688,9,Savings,53861.78,2017-09-20,Dormant
19596,34418,35,Savings,131654.34,2022-01-28,Active
19597,57174,7,Savings,29888.7,2017-12-30,Active
19598,38057,52,Savings,64245.29,2020-05-31,Active
19599,17265,16,Savings,15420.37,2008-03-12,Active
19600,31145,52,Current,38245.56,2009-10-07,Active
19601,16991,143,Current,4402.09,2016-02-26,Active
19602,31804,85,Savings,20529.9,2014-03-21,Active
19603,23274,21,Savings,18131.13,2020-02-29,Dormant
19604,13943,3,Savings,58282.77,2011-07-20,Active
19605,5724,9,Savings,200207.46,2020-11-26,Active
19606,20097,109,Savings,7394.73,2006-08-08,Active
19607,55549,47,Savings,16559.03,2020-04-26,Active
19608,27421,15,Savings,25289.58,2006-03-08,Active
19609,14674,17,Savings,65205.66,2014-08-24,Active
19610,17861,136,Current,2521.07,2016-10-10,Active
19611,4396,20,Savings,18503.52,2010-12-21,Active
19612,13609,106,Savings,29846.83,2018-06-28,Active
19613,55435,86,Savings,4534.83,2013-10-02,Active
19614,6163,92,Fixed Deposit,32821.49,2021-01-09,Active
19615,33180,126,NRI,16992.7,2018-07-06,Closed
19616,19219,100,Savings,14475.98,2014-05-12,Active
19617,58491,63,NRI,79955.93,2014-07-03,Active
19618,8371,110,Current,6691.99,2025-10-18,Active
19619,31933,95,Current,55443.04,2022-02-21,Active
19620,25375,129,Savings,123032.44,2010-04-05,Active
19621,55326,46,Savings,2866.04,2011-07-01,Active
19622,14730,20,Salary,44873.24,2008-04-20,Active
19623,53834,7,Salary,42761.71,2021-10-31,Active
19624,40074,43,Savings,58199.76,2017-12-03,Active
19625,15544,131,Savings,5332.27,2009-03-22,Active
19626,32612,118,Savings,15453.52,2008-10-05,Active
19627,26005,128,Savings,13501.11,2009-10-16,Active
19628,16410,127,Salary,4991.28,2024-03-03,Active
19629,9447,125,Savings,635.96,2009-08-02,Active
19630,50107,13,Savings,563.88,2013-06-27,Active
19631,21835,130,Fixed Deposit,4077.1,2020-06-06,Active
19632,44972,60,Fixed Deposit,86576.4,2007-11-21,Active
19633,50542,92,Salary,5230.37,2019-10-19,Active
19634,8961,140,Savings,56836.94,2022-03-07,Active
19635,46218,17,Savings,4909.98,2024-01-14,Active
19636,38023,150,Savings,40014.69,2017-05-31,Active
19637,42787,62,Savings,4217.94,2013-01-01,Active
19638,25726,142,Savings,18889.17,2020-12-08,Active
19639,50636,97,Fixed Deposit,27419.83,2014-02-08,Closed
19640,51022,30,Savings,8717.5,2017-08-11,Active
19641,32190,19,Savings,117053.96,2005-07-24,Dormant
19642,33235,118,Current,33304.0,2024-06-10,Active
19643,41652,80,Savings,31511.85,2008-08-07,Active
19644,24612,72,Savings,193161.16,2019-11-02,Active
19645,11414,102,Salary,24037.44,2016-05-13,Active
19646,44408,107,Current,1109.32,2020-01-01,Active
19647,5551,94,Salary,67026.63,2012-03-14,Active
19648,49712,13,Savings,18700.7,2012-12-19,Active
19649,30549,44,Current,6798.73,2016-01-31,Active
19650,41904,142,Fixed Deposit,746.25,2006-04-16,Active
19651,15190,31,Savings,28381.72,2018-07-27,Closed
19652,24155,124,Savings,44930.59,2021-09-17,Active
19653,25474,82,Salary,8979.56,2017-10-22,Active
19654,59734,37,Fixed Deposit,11532.64,2024-07-09,Active
19655,4511,114,NRI,73641.75,2020-03-26,Active
19656,39052,17,Savings,59326.96,2012-02-04,Active
19657,58611,81,Savings,78692.68,2008-06-09,Dormant
19658,15637,89,Current,8444.09,2012-10-22,Active
19659,25866,66,Savings,40627.6,2006-06-01,Active
19660,19888,115,Savings,23532.43,2017-07-15,Active
19661,50760,59,Savings,59146.31,2006-01-27,Closed
19662,35668,142,Current,29380.21,2014-01-24,Active
19663,38755,112,Savings,31317.74,2025-11-14,Active
19664,38085,4,Current,76539.55,2024-01-24,Active
19665,22166,39,Savings,48396.47,2008-01-27,Active
19666,48683,4,Savings,8393.06,2017-08-30,Active
19667,37390,142,Savings,39956.83,2017-02-19,Active
19668,19659,93,Savings,8758.43,2024-02-14,Active
19669,5272,118,Salary,5479.35,2017-02-05,Active
19670,35675,84,Current,62568.6,2020-07-11,Closed
19671,16864,17,Savings,38919.22,2012-01-24,Active
19672,7586,139,Savings,86802.78,2014-03-21,Active
19673,2524,30,Current,56513.96,2023-12-02,Active
19674,34140,73,Savings,7351.34,2013-05-18,Active
19675,31640,40,Current,21094.07,2022-06-15,Dormant
19676,52698,97,Salary,23066.23,2012-04-26,Active
19677,47066,105,Savings,16610.26,2010-05-23,Active
19678,44377,122,Savings,2795.97,2011-09-27,Active
19679,57914,116,Fixed Deposit,14124.91,2014-05-06,Closed
19680,23715,96,Savings,67800.8,2024-08-07,Dormant
19681,23061,32,Fixed Deposit,27400.73,2019-07-30,Active
19682,2161,14,Salary,74100.86,2017-10-05,Active
19683,57313,132,Savings,3710.35,2012-04-20,Active
19684,58303,76,Current,31477.95,2025-08-25,Active
19685,7895,61,Current,73350.19,2005-04-24,Active
19686,53971,119,Fixed Deposit,45259.92,2007-05-02,Closed
19687,48540,53,Salary,15934.83,2021-10-18,Active
19688,48359,78,Savings,20537.12,2025-07-03,Active
19689,45729,54,NRI,29235.11,2012-09-26,Dormant
19690,21692,10,Savings,23045.78,2016-12-29,Active
19691,57256,97,Salary,18816.57,2011-04-12,Active
19692,5882,83,Salary,14344.69,2025-09-07,Active
19693,53907,145,Fixed Deposit,9163.19,2008-06-23,Active
19694,38804,109,Savings,7287.75,2026-01-05,Active
19695,25083,96,Salary,37102.52,2009-09-25,Dormant
19696,13420,9,Salary,12878.4,2007-02-22,Active
19697,13515,8,Current,7086.93,2009-08-03,Dormant
19698,12634,113,Salary,32881.49,2015-08-11,Active
19699,39005,128,Salary,106186.44,2016-03-14,Active
19700,34513,11,Current,20903.71,2006-01-29,Active
19701,13369,84,Savings,39392.29,2013-09-13,Active
19702,47038,30,Current,4991.37,2019-06-28,Active
19703,53459,78,Savings,38792.39,2005-02-08,Active
19704,32428,34,Current,43118.05,2023-01-16,Active
19705,16290,5,Savings,55365.17,2023-08-13,Active
19706,41684,123,Fixed Deposit,77063.01,2021-02-23,Active
19707,1379,6,Savings,3917.94,2021-09-22,Dormant
19708,53093,145,Savings,53693.88,2020-10-24,Active
19709,27820,147,Savings,63847.04,2015-09-05,Active
19710,16419,124,Savings,2400.14,2020-12-09,Active
19711,39767,31,Savings,20049.99,2025-12-06,Active
19712,15797,21,Current,88512.62,2023-02-23,Active
19713,16793,143,Savings,5019.43,2017-08-05,Dormant
19714,13550,49,NRI,27549.96,2013-04-20,Active
19715,44491,138,Savings,48125.57,2008-05-04,Active
19716,5487,3,Savings,10800.75,2021-08-27,Active
19717,17353,131,Savings,75964.4,2013-11-15,Dormant
19718,8297,77,Salary,27217.38,2015-10-04,Active
19719,52908,32,Current,44314.75,2016-01-09,Active
19720,30174,76,Savings,132593.38,2024-02-21,Active
19721,37162,8,Savings,20744.74,2018-02-14,Active
19722,29750,18,Current,5695.31,2024-04-09,Active
19723,43577,115,Savings,44381.58,2021-06-01,Active
19724,3005,58,Salary,12146.38,2020-03-18,Active
19725,36234,54,Salary,75783.97,2016-10-04,Active
19726,36275,149,Savings,28717.31,2023-01-14,Active
19727,37322,138,Current,133991.91,2023-08-24,Active
19728,40969,27,Current,15041.81,2009-05-22,Active
19729,37544,119,Savings,9326.89,2008-07-10,Active
19730,33765,117,Salary,63292.42,2013-10-27,Active
19731,14935,94,Savings,93556.64,2023-05-09,Active
19732,23482,36,Fixed Deposit,86070.95,2008-04-29,Active
19733,27717,16,Savings,4809.23,2017-05-24,Active
19734,11662,63,Fixed Deposit,11445.07,2021-07-03,Active
19735,44222,23,Current,15006.73,2010-01-26,Dormant
19736,13606,109,Savings,16759.36,2016-02-08,Active
19737,27240,87,Savings,37852.12,2017-05-11,Active
19738,11315,66,Current,43100.36,2015-11-08,Active
19739,10533,96,Savings,7169.62,2005-09-01,Dormant
19740,16557,11,Fixed Deposit,55886.49,2006-12-31,Active
19741,48461,129,Savings,14551.08,2022-04-19,Active
19742,40581,46,Savings,38144.36,2006-01-05,Dormant
19743,25080,37,Current,9224.43,2024-09-09,Active
19744,53202,47,Savings,1869.66,2019-03-14,Closed
19745,58684,97,NRI,34021.87,2008-08-31,Active
19746,38571,99,NRI,37909.24,2011-09-29,Active
